,contributor,season,city,climate_zone,building_type,gender,age,height_cm,weight_kg,thermal_sensation,thermal_acceptability,clothing_insulation,metabolic_rate,mean_radiant_temperature,pmv_ce,ppd_ce,ta_l,ta,ta_h,vel_l,vel,vel_h,rh,tg_l,tg,tg_h,to,year,country,coolingsys,latitude,longitude,class,vel_m,tg_m,DFilled,EFilled,PFilled,PMVFill,source
10830,South China University of Technology,transition,"Guangdong, Chaozhou",Hot summer and warm winter zone ,residential,male,60.0,168.0,75.0,-1.0,3.0,1.54,1.2,19.7,0.09,5.15,20.3,20.3,20.3,0.61,0.61,0.61,62.0,20.1,20.1,20.1,20.0,2015.0,china,Naturally Ventilated,23.656593,116.6204223,II,0.61,20.1,0.0,0.0,0.0,0.0,CN
10840,South China University of Technology,transition,"Guangdong, Chaozhou",Hot summer and warm winter zone ,residential,male,40.0,171.0,63.0,0.0,3.0,0.98,1.2,22.4,-0.4,8.4,22.3,22.3,22.3,0.93,0.93,0.93,59.0,22.3,22.3,22.3,22.4,2015.0,china,Naturally Ventilated,23.656593,116.6204223,II,0.93,22.3,0.0,0.0,0.0,0.0,CN
10850,South China University of Technology,transition,"Guangdong, Chaozhou",Hot summer and warm winter zone ,residential,female,40.0,157.0,51.0,0.0,2.0,0.42,1.2,23.3,-0.67,14.47,22.8,22.8,22.8,0.08,0.08,0.08,55.0,23.1,23.1,23.1,23.0,2015.0,china,Naturally Ventilated,23.656593,116.6204223,II,0.08,23.1,0.0,0.0,0.0,0.0,CN
10860,South China University of Technology,transition,"Guangdong, Chaozhou",Hot summer and warm winter zone ,residential,male,50.0,174.0,72.0,1.0,3.0,0.87,1.2,23.3,0.01,5.0,22.8,22.8,22.8,0.23,0.23,0.23,64.0,23.1,23.1,23.1,23.1,2015.0,china,Naturally Ventilated,23.656593,116.6204223,II,0.23,23.1,0.0,0.0,0.0,0.0,CN
10870,South China University of Technology,transition,"Guangdong, Chaozhou",Hot summer and warm winter zone ,residential,female,40.0,158.0,50.0,1.0,3.0,0.53,1.2,20.7,-1.94,74.05,20.6,20.6,20.6,0.41,0.41,0.41,53.0,20.6,20.6,20.6,20.6,2015.0,china,Naturally Ventilated,23.656593,116.6204223,II,0.41,20.6,0.0,0.0,0.0,0.0,CN
10880,South China University of Technology,transition,"Guangdong, Chaozhou",Hot summer and warm winter zone ,residential,male,50.0,170.0,65.0,0.0,2.0,0.99,1.2,20.2,-0.37,7.93,19.9,19.9,19.9,0.12,0.12,0.12,55.0,20.1,20.1,20.1,20.0,2015.0,china,Naturally Ventilated,23.656593,116.6204223,II,0.12,20.1,0.0,0.0,0.0,0.0,CN
10890,South China University of Technology,transition,"Guangdong, Chaozhou",Hot summer and warm winter zone ,residential,male,50.0,175.0,70.0,0.0,2.0,0.96,1.2,15.9,-1.13,32.03,16.9,16.9,16.9,0.06,0.06,0.06,60.0,16.3,16.3,16.3,16.4,2015.0,china,Naturally Ventilated,23.656593,116.6204223,II,0.06,16.3,0.0,0.0,0.0,0.0,CN
10900,South China University of Technology,transition,"Guangdong, Jieyang",Hot summer and warm winter zone ,residential,male,50.0,168.0,65.0,-1.0,3.0,0.62,1.2,22.2,-0.96,24.41,21.3,21.3,21.3,0.23,0.23,0.23,57.0,21.7,21.7,21.7,21.7,2015.0,china,Naturally Ventilated,23.3044037,116.1492097,II,0.23,21.7,0.0,0.0,0.0,0.0,CN
10910,South China University of Technology,transition,"Guangdong, Jieyang",Hot summer and warm winter zone ,residential,male,60.0,166.0,58.0,0.0,2.0,0.78,1.2,18.1,-1.84,69.22,17.6,17.6,17.6,0.36,0.36,0.36,56.0,17.8,17.8,17.8,17.8,2015.0,china,Naturally Ventilated,23.3044037,116.1492097,II,0.36,17.8,0.0,0.0,0.0,0.0,CN
10920,South China University of Technology,transition,"Guangdong, Jieyang",Hot summer and warm winter zone ,residential,male,50.0,168.0,63.0,-1.0,2.0,0.8,1.2,17.4,-1.5,51.13,17.2,17.2,17.2,0.17,0.17,0.17,63.0,17.3,17.3,17.3,17.3,2015.0,china,Naturally Ventilated,23.3044037,116.1492097,II,0.17,17.3,0.0,0.0,0.0,0.0,CN
10930,South China University of Technology,transition,"Guangdong, Jieyang",Hot summer and warm winter zone ,residential,male,70.0,154.0,54.0,0.0,2.0,0.54,1.2,27.2,0.73,16.33,28.2,28.2,28.2,0.43,0.43,0.43,62.0,27.8,27.8,27.8,27.7,2015.0,china,Naturally Ventilated,23.3044037,116.1492097,II,0.43,27.8,0.0,0.0,0.0,0.0,CN
10940,South China University of Technology,transition,"Guangdong, Jieyang",Hot summer and warm winter zone ,residential,female,60.0,164.0,63.0,0.0,2.0,0.67,1.2,18.4,-2.15,83.36,18.1,18.1,18.1,0.42,0.42,0.42,63.0,18.2,18.2,18.2,18.2,2015.0,china,Naturally Ventilated,23.3044037,116.1492097,II,0.42,18.2,0.0,0.0,0.0,0.0,CN
10950,South China University of Technology,transition,"Guangdong, Jieyang",Hot summer and warm winter zone ,residential,female,40.0,153.0,43.0,-1.0,3.0,0.78,1.2,27.0,0.19,5.78,25.3,25.3,25.3,0.97,0.97,0.97,59.0,25.8,25.8,25.8,26.2,2015.0,china,Naturally Ventilated,23.3044037,116.1492097,II,0.97,25.8,0.0,0.0,0.0,0.0,CN
10960,South China University of Technology,transition,"Guangdong, Jieyang",Hot summer and warm winter zone ,residential,male,30.0,168.0,71.0,3.0,3.0,0.79,1.2,26.8,0.12,5.32,24.0,24.0,24.0,0.52,0.52,0.52,62.0,25.0,25.0,25.0,25.4,2015.0,china,Naturally Ventilated,23.3044037,116.1492097,II,0.52,25.0,0.0,0.0,0.0,0.0,CN
10970,South China University of Technology,transition,"Guangdong, Chaozhou",Hot summer and warm winter zone ,residential,female,65.0,160.0,60.0,0.0,2.0,0.5,1.2,19.4,-1.58,55.36,19.3,19.3,19.3,0.04,0.04,0.04,61.0,19.4,19.4,19.4,19.4,2015.0,china,Naturally Ventilated,23.656593,116.6204223,II,0.04,19.4,0.0,0.0,0.0,0.0,CN
10980,South China University of Technology,transition,"Guangdong, Chaozhou",Hot summer and warm winter zone ,residential,female,40.0,160.0,47.0,2.0,2.0,1.07,1.2,18.1,-0.86,20.56,18.0,18.0,18.0,0.23,0.23,0.23,59.0,18.1,18.1,18.1,18.1,2015.0,china,Naturally Ventilated,23.656593,116.6204223,II,0.23,18.1,0.0,0.0,0.0,0.0,CN
10990,South China University of Technology,transition,"Guangdong, Chaozhou",Hot summer and warm winter zone ,residential,female,20.0,155.0,42.0,1.0,2.0,1.55,1.2,23.4,0.92,22.9,22.6,22.6,22.6,0.1,0.1,0.1,67.0,23.1,23.1,23.1,23.0,2015.0,china,Naturally Ventilated,23.656593,116.6204223,II,0.1,23.1,0.0,0.0,0.0,0.0,CN
11000,South China University of Technology,transition,"Guangdong, Chaozhou",Hot summer and warm winter zone ,residential,female,65.0,153.0,56.0,1.0,2.0,0.87,1.2,22.9,0.26,6.41,22.7,22.7,22.7,0.01,0.01,0.01,72.0,22.8,22.8,22.8,22.8,2015.0,china,Naturally Ventilated,23.656593,116.6204223,II,0.01,22.8,0.0,0.0,0.0,0.0,CN
11010,South China University of Technology,transition,"Guangdong, Chaozhou",Hot summer and warm winter zone ,residential,male,20.0,178.0,60.0,1.0,2.0,0.67,1.2,23.0,-0.06,5.07,22.6,22.6,22.6,0.02,0.02,0.02,73.0,22.9,22.9,22.9,22.8,2015.0,china,Naturally Ventilated,23.656593,116.6204223,II,0.02,22.9,0.0,0.0,0.0,0.0,CN
11020,South China University of Technology,transition,"Guangdong, Chaozhou",Hot summer and warm winter zone ,residential,female,30.0,163.0,50.0,-1.0,2.0,1.09,1.2,19.6,-0.13,5.37,19.7,19.7,19.7,0.01,0.01,0.01,75.0,19.6,19.6,19.6,19.6,2015.0,china,Naturally Ventilated,23.656593,116.6204223,II,0.01,19.6,0.0,0.0,0.0,0.0,CN
11030,South China University of Technology,transition,"Guangdong, Chaozhou",Hot summer and warm winter zone ,residential,male,30.0,170.0,60.0,0.0,2.0,0.42,1.2,19.8,-1.63,58.11,19.8,19.8,19.8,0.02,0.02,0.02,75.0,19.8,19.8,19.8,19.8,2015.0,china,Naturally Ventilated,23.656593,116.6204223,II,0.02,19.8,0.0,0.0,0.0,0.0,CN
11040,South China University of Technology,transition,"Guangdong, Chaozhou",Hot summer and warm winter zone ,residential,male,30.0,180.0,70.0,0.0,2.0,0.76,1.2,16.6,-1.42,46.76,17.1,17.1,17.1,0.01,0.01,0.01,81.0,16.7,16.7,16.7,16.8,2015.0,china,Naturally Ventilated,23.656593,116.6204223,II,0.01,16.7,0.0,0.0,0.0,0.0,CN
11050,South China University of Technology,transition,"Guangdong, Chaozhou",Hot summer and warm winter zone ,residential,female,60.0,167.0,50.0,-1.0,2.0,0.62,1.2,17.1,-1.82,68.02,16.9,16.9,16.9,0.03,0.03,0.03,79.0,17.1,17.1,17.1,17.0,2015.0,china,Naturally Ventilated,23.656593,116.6204223,II,0.03,17.1,0.0,0.0,0.0,0.0,CN
11060,South China University of Technology,transition,"Guangdong, Lianzhou",Hot summer and warm winter zone ,residential,male,30.0,165.0,55.0,0.0,2.0,0.9,1.2,13.6,-2.39,90.83,13.6,13.6,13.6,0.31,0.31,0.31,82.0,13.6,13.6,13.6,13.6,2015.0,china,Naturally Ventilated,24.9377373,112.4818454,II,0.31,13.6,0.0,0.0,0.0,0.0,CN
11070,South China University of Technology,transition,"Guangdong, Lianzhou",Hot summer and warm winter zone ,residential,male,40.0,166.0,60.0,-1.0,3.0,0.27,1.2,20.8,-1.86,70.16,20.6,20.6,20.6,0.05,0.05,0.05,83.0,20.7,20.7,20.7,20.7,2015.0,china,Naturally Ventilated,24.9377373,112.4818454,II,0.05,20.7,0.0,0.0,0.0,0.0,CN
11080,South China University of Technology,transition,"Guangdong, Lianzhou",Hot summer and warm winter zone ,residential,male,30.0,170.0,65.0,-1.0,3.0,0.96,1.2,16.8,-1.0,26.28,17.0,17.0,17.0,0.01,0.01,0.01,70.0,16.8,16.8,16.8,16.9,2015.0,china,Naturally Ventilated,24.9377373,112.4818454,II,0.01,16.8,0.0,0.0,0.0,0.0,CN
11090,South China University of Technology,transition,"Guangdong, Lianzhou",Hot summer and warm winter zone ,residential,female,30.0,150.0,46.0,-1.0,2.0,0.96,1.2,16.3,-1.08,29.86,16.7,16.7,16.7,0.11,0.11,0.11,74.0,16.5,16.5,16.5,16.5,2015.0,china,Naturally Ventilated,24.9377373,112.4818454,II,0.11,16.5,0.0,0.0,0.0,0.0,CN
11100,South China University of Technology,transition,"Guangdong, Lianzhou",Hot summer and warm winter zone ,residential,male,40.0,165.0,61.0,-1.0,2.0,1.14,1.2,17.0,-0.7,15.24,17.2,17.2,17.2,0.13,0.13,0.13,72.0,17.1,17.1,17.1,17.1,2015.0,china,Naturally Ventilated,24.9377373,112.4818454,II,0.13,17.1,0.0,0.0,0.0,0.0,CN
11110,South China University of Technology,transition,"Guangdong, Lianzhou",Hot summer and warm winter zone ,residential,female,60.0,145.0,50.0,-1.0,2.0,0.98,1.2,16.8,-1.02,27.23,16.8,16.8,16.8,0.12,0.12,0.12,73.0,16.8,16.8,16.8,16.8,2015.0,china,Naturally Ventilated,24.9377373,112.4818454,II,0.12,16.8,0.0,0.0,0.0,0.0,CN
11120,South China University of Technology,transition,"Guangdong, Lianzhou",Hot summer and warm winter zone ,residential,female,30.0,162.0,48.0,0.0,3.0,0.88,1.2,21.9,0.01,5.0,22.3,22.3,22.3,0.12,0.12,0.12,67.0,22.1,22.1,22.1,22.1,2015.0,china,Naturally Ventilated,24.9377373,112.4818454,II,0.12,22.1,0.0,0.0,0.0,0.0,CN
11130,South China University of Technology,transition,"Guangdong, Chaozhou",Hot summer and warm winter zone ,residential,male,50.0,170.0,65.0,-1.0,2.0,0.61,1.2,13.0,-3.32,99.86,12.4,12.4,12.4,0.16,0.16,0.16,63.0,12.7,12.7,12.7,12.7,2015.0,china,Naturally Ventilated,23.656593,116.6204223,II,0.16,12.7,0.0,0.0,0.0,0.0,CN
11140,South China University of Technology,transition,"Guangdong, Chaozhou",Hot summer and warm winter zone ,residential,female,65.0,152.0,45.0,-1.0,3.0,0.63,1.2,18.1,-1.88,71.44,17.5,17.5,17.5,0.16,0.16,0.16,51.0,17.8,17.8,17.8,17.8,2015.0,china,Naturally Ventilated,23.656593,116.6204223,II,0.16,17.8,0.0,0.0,0.0,0.0,CN
11150,South China University of Technology,transition,"Guangdong, Chaozhou",Hot summer and warm winter zone ,residential,male,65.0,163.0,50.0,0.0,3.0,0.71,1.2,18.2,-1.84,69.24,18.7,18.7,18.7,0.35,0.35,0.35,53.0,18.5,18.5,18.5,18.5,2015.0,china,Naturally Ventilated,23.656593,116.6204223,II,0.35,18.5,0.0,0.0,0.0,0.0,CN
11160,South China University of Technology,transition,"Guangdong, Chaozhou",Hot summer and warm winter zone ,residential,male,50.0,174.0,60.0,0.0,2.0,0.53,1.2,16.5,-2.37,90.49,18.9,18.9,18.9,0.23,0.23,0.23,56.0,17.8,17.8,17.8,17.7,2015.0,china,Naturally Ventilated,23.656593,116.6204223,II,0.23,17.8,0.0,0.0,0.0,0.0,CN
11170,South China University of Technology,transition,"Guangdong, Chaozhou",Hot summer and warm winter zone ,residential,male,40.0,175.0,80.0,2.0,2.0,0.53,1.2,22.6,-1.36,43.79,18.9,18.9,18.9,0.15,0.15,0.15,51.0,20.8,20.8,20.8,20.7,2015.0,china,Naturally Ventilated,23.656593,116.6204223,II,0.15,20.8,0.0,0.0,0.0,0.0,CN
11180,South China University of Technology,transition,"Guangdong, Chaozhou",Hot summer and warm winter zone ,residential,female,50.0,155.0,45.0,0.0,2.0,0.53,1.2,21.7,-1.14,32.71,19.5,19.5,19.5,0.01,0.01,0.01,64.0,21.3,21.3,21.3,20.6,2015.0,china,Naturally Ventilated,23.656593,116.6204223,II,0.01,21.3,0.0,0.0,0.0,0.0,CN
11190,South China University of Technology,transition,"Guangdong, Chaozhou",Hot summer and warm winter zone ,residential,male,60.0,162.0,60.0,0.0,2.0,0.42,1.2,18.3,-2.42,91.65,17.3,17.3,17.3,0.04,0.04,0.04,57.0,18.0,18.0,18.0,17.8,2015.0,china,Naturally Ventilated,23.656593,116.6204223,II,0.04,18.0,0.0,0.0,0.0,0.0,CN
11200,South China University of Technology,transition,"Guangdong, Chaozhou",Hot summer and warm winter zone ,residential,female,30.0,153.0,47.0,-1.0,2.0,0.65,1.2,13.3,-1.88,71.43,19.3,19.3,19.3,0.1,0.1,0.1,51.0,15.9,15.9,15.9,16.3,2015.0,china,Naturally Ventilated,23.656593,116.6204223,II,0.1,15.9,0.0,0.0,0.0,0.0,CN
11210,South China University of Technology,transition,"Guangdong, Chaozhou",Hot summer and warm winter zone ,residential,male,50.0,178.0,70.0,0.0,2.0,0.65,1.2,18.6,-0.81,18.85,22.1,22.1,22.1,0.08,0.08,0.08,56.0,20.0,20.0,20.0,20.3,2015.0,china,Naturally Ventilated,23.656593,116.6204223,II,0.08,20.0,0.0,0.0,0.0,0.0,CN
11220,South China University of Technology,transition,"Guangdong, Shantou",Hot summer and warm winter zone ,residential,female,50.0,150.0,40.0,0.0,2.0,0.96,1.2,17.9,-1.21,36.15,17.7,17.7,17.7,0.31,0.31,0.31,69.0,17.8,17.8,17.8,17.8,2015.0,china,Naturally Ventilated,23.41256955,116.63615499160257,II,0.31,17.8,0.0,0.0,0.0,0.0,CN
11230,South China University of Technology,transition,"Guangdong, Shantou",Hot summer and warm winter zone ,residential,male,30.0,173.0,65.0,0.0,2.0,0.78,1.2,20.7,-0.45,9.17,20.9,20.9,20.9,0.01,0.01,0.01,62.0,20.7,20.7,20.7,20.8,2015.0,china,Naturally Ventilated,23.41256955,116.63615499160257,II,0.01,20.7,0.0,0.0,0.0,0.0,CN
11240,South China University of Technology,transition,"Guangdong, Shantou",Hot summer and warm winter zone ,residential,female,50.0,150.0,42.5,1.0,2.0,0.73,1.2,19.8,-0.7,15.44,20.6,20.6,20.6,0.02,0.02,0.02,60.0,20.0,20.0,20.0,20.2,2015.0,china,Naturally Ventilated,23.41256955,116.63615499160257,II,0.02,20.0,0.0,0.0,0.0,0.0,CN
11250,South China University of Technology,transition,"Guangdong, Shantou",Hot summer and warm winter zone ,residential,female,30.0,157.0,42.0,-1.0,2.0,0.91,1.2,21.2,0.09,5.16,21.6,21.6,21.6,0.04,0.04,0.04,89.0,21.3,21.3,21.3,21.4,2015.0,china,Naturally Ventilated,23.41256955,116.63615499160257,II,0.04,21.3,0.0,0.0,0.0,0.0,CN
11260,South China University of Technology,transition,"Guangdong, Shantou",Hot summer and warm winter zone ,residential,male,65.0,170.0,55.0,-1.0,3.0,0.69,1.2,16.4,-1.69,61.39,16.6,16.6,16.6,0.07,0.07,0.07,87.0,16.5,16.5,16.5,16.5,2015.0,china,Naturally Ventilated,23.41256955,116.63615499160257,II,0.07,16.5,0.0,0.0,0.0,0.0,CN
11270,South China University of Technology,transition,"Guangdong, Shantou",Hot summer and warm winter zone ,residential,female,70.0,145.0,50.0,0.0,3.0,0.64,1.2,16.1,-2.08,80.27,15.2,15.2,15.2,0.05,0.05,0.05,100.0,15.8,15.8,15.8,15.7,2015.0,china,Naturally Ventilated,23.41256955,116.63615499160257,II,0.05,15.8,0.0,0.0,0.0,0.0,CN
11280,South China University of Technology,summer,"Guangdong, Chaozhou",Hot summer and warm winter zone ,residential,male,48.0,181.9,60.3,2.2,3.4,0.13,1.2,32.0,2.05,78.95,32.0,32.0,32.0,0.34,0.34,0.34,69.0,32.0,32.0,32.0,32.0,2011.0,china,Naturally Ventilated,23.656593,116.6204223,II,0.34,32.0,0.0,0.0,25.0,0.0,CN
11290,South China University of Technology,summer,"Guangdong, Chaozhou",Hot summer and warm winter zone ,residential,female,58.0,181.9,49.6,0.4,2.8,0.32,1.2,31.9,1.94,74.3,31.4,31.4,31.4,0.45,0.45,0.45,65.0,31.6,31.6,31.6,31.7,2011.0,china,Naturally Ventilated,23.656593,116.6204223,II,0.45,31.6,0.0,0.0,25.0,0.0,CN
11300,South China University of Technology,summer,"Guangdong, Chaozhou",Hot summer and warm winter zone ,residential,female,51.0,181.9,49.6,1.7,3.7,0.32,1.2,32.3,2.18,84.47,32.3,32.3,32.3,1.54,1.54,1.54,71.0,32.3,32.3,32.3,32.3,2011.0,china,Naturally Ventilated,23.656593,116.6204223,II,1.54,32.3,0.0,0.0,25.0,0.0,CN
11310,South China University of Technology,summer,"Guangdong, Chaozhou",Hot summer and warm winter zone ,residential,female,42.0,181.9,49.6,2.4,3.0,0.32,1.2,32.7,2.54,94.29,31.1,31.1,31.1,0.11,0.11,0.11,93.0,32.0,32.0,32.0,31.9,2011.0,china,Naturally Ventilated,23.656593,116.6204223,II,0.11,32.0,0.0,0.0,25.0,0.0,CN
11320,South China University of Technology,summer,"Guangdong, Chaozhou",Hot summer and warm winter zone ,residential,female,17.0,181.9,49.6,2.4,4.4,0.32,1.2,31.6,2.03,78.11,30.0,30.0,30.0,0.1,0.1,0.1,82.0,30.9,30.9,30.9,30.8,2011.0,china,Naturally Ventilated,23.656593,116.6204223,II,0.1,30.9,0.0,0.0,25.0,0.0,CN
11330,South China University of Technology,summer,"Guangdong, Chaozhou",Hot summer and warm winter zone ,residential,male,51.0,181.9,60.3,2.2,3.2,0.34,1.2,31.2,2.05,79.19,30.1,30.1,30.1,0.05,0.05,0.05,80.0,30.8,30.8,30.8,30.6,2011.0,china,Naturally Ventilated,23.656593,116.6204223,II,0.05,30.8,0.0,0.0,25.0,0.0,CN
11340,South China University of Technology,summer,"Guangdong, Shantou",Hot summer and warm winter zone ,residential,female,47.0,181.9,49.6,1.1,2.6,0.23,1.2,32.9,2.02,77.87,31.9,31.9,31.9,0.79,0.79,0.79,63.0,32.2,32.2,32.2,32.4,2011.0,china,Naturally Ventilated,23.41256955,116.63615499160257,II,0.79,32.2,0.0,0.0,25.0,0.0,CN
11350,South China University of Technology,summer,"Guangdong, Shantou",Hot summer and warm winter zone ,residential,male,21.0,181.9,60.3,1.1,2.7,0.3,1.2,31.7,2.06,79.6,31.7,31.7,31.7,0.3,0.3,0.3,66.0,31.7,31.7,31.7,31.7,2011.0,china,Naturally Ventilated,23.41256955,116.63615499160257,II,0.3,31.7,0.0,0.0,25.0,0.0,CN
11360,South China University of Technology,summer,"Guangdong, Shantou",Hot summer and warm winter zone ,residential,male,19.0,181.9,60.3,1.8,2.5,0.11,1.2,31.6,1.99,76.32,31.4,31.4,31.4,0.16,0.16,0.16,75.0,31.5,31.5,31.5,31.5,2011.0,china,Naturally Ventilated,23.41256955,116.63615499160257,II,0.16,31.5,0.0,0.0,25.0,0.0,CN
11370,South China University of Technology,summer,"Guangdong, Shantou",Hot summer and warm winter zone ,residential,male,44.0,181.9,60.3,1.0,2.2,0.39,1.2,31.1,1.84,69.07,30.8,30.8,30.8,0.4,0.4,0.4,75.0,30.9,30.9,30.9,30.9,2011.0,china,Naturally Ventilated,23.41256955,116.63615499160257,II,0.4,30.9,0.0,0.0,25.0,0.0,CN
11380,South China University of Technology,summer,"Guangdong, Shantou",Hot summer and warm winter zone ,residential,male,21.0,181.9,60.3,1.8,2.5,0.11,1.2,31.7,1.56,54.52,31.7,31.7,31.7,1.04,1.04,1.04,77.0,31.7,31.7,31.7,31.7,2011.0,china,Naturally Ventilated,23.41256955,116.63615499160257,II,1.04,31.7,0.0,0.0,25.0,0.0,CN
11390,South China University of Technology,summer,"Guangdong, Shantou",Hot summer and warm winter zone ,residential,male,46.0,181.9,60.3,2.8,2.9,0.39,1.2,29.7,1.46,48.89,29.5,29.5,29.5,0.26,0.26,0.26,82.0,29.6,29.6,29.6,29.6,2011.0,china,Naturally Ventilated,23.41256955,116.63615499160257,II,0.26,29.6,0.0,0.0,25.0,0.0,CN
11400,South China University of Technology,summer,"Guangdong, Shantou",Hot summer and warm winter zone ,residential,male,19.0,181.9,60.3,0.0,2.5,0.32,1.2,32.6,2.14,82.83,31.3,31.3,31.3,0.39,0.39,0.39,75.0,31.8,31.8,31.8,31.9,2011.0,china,Naturally Ventilated,23.41256955,116.63615499160257,II,0.39,31.8,0.0,0.0,25.0,0.0,CN
11410,South China University of Technology,summer,"Guangdong, Shantou",Hot summer and warm winter zone ,residential,male,17.0,181.9,60.3,1.0,2.0,0.32,1.2,30.4,1.17,34.18,30.4,30.4,30.4,1.87,1.87,1.87,88.0,30.4,30.4,30.4,30.4,2011.0,china,Naturally Ventilated,23.41256955,116.63615499160257,II,1.87,30.4,0.0,0.0,25.0,0.0,CN
11420,South China University of Technology,summer,"Guangdong, Chaozhou",Hot summer and warm winter zone ,residential,female,14.0,181.9,49.6,0.0,3.0,0.3,1.2,30.0,1.27,39.12,29.5,29.5,29.5,0.36,0.36,0.36,82.0,29.7,29.7,29.7,29.7,2010.0,china,Naturally Ventilated,23.656593,116.6204223,II,0.36,29.7,0.0,0.0,25.0,0.0,CN
11430,South China University of Technology,summer,"Guangdong, Chaozhou",Hot summer and warm winter zone ,residential,male,28.0,181.9,70.0,0.0,2.0,0.13,1.2,30.2,0.92,22.92,30.2,30.2,30.2,2.0,2.0,2.0,80.0,30.2,30.2,30.2,30.2,2010.0,china,Naturally Ventilated,23.656593,116.6204223,II,2.0,30.2,0.0,0.0,50.0,0.0,CN
11440,South China University of Technology,summer,"Guangdong, Chaozhou",Hot summer and warm winter zone ,residential,male,70.0,181.9,60.3,-1.5,2.6,0.43,1.2,29.1,0.77,17.51,29.1,29.1,29.1,0.7,0.7,0.7,87.0,29.1,29.1,29.1,29.1,2010.0,china,Naturally Ventilated,23.656593,116.6204223,II,0.7,29.1,0.0,0.0,25.0,0.0,CN
11450,South China University of Technology,summer,"Guangdong, Chaozhou",Hot summer and warm winter zone ,residential,male,56.0,181.9,60.3,1.3,2.1,0.41,1.2,28.0,-0.46,9.55,28.4,28.4,28.4,1.26,1.26,1.26,93.0,28.3,28.3,28.3,28.2,2011.0,china,Naturally Ventilated,23.656593,116.6204223,II,1.26,28.3,0.0,0.0,25.0,0.0,CN
11460,South China University of Technology,summer,"Guangdong, Chaozhou",Hot summer and warm winter zone ,residential,female,52.0,181.9,49.6,1.8,2.8,0.32,1.2,29.6,1.4,45.45,29.4,29.4,29.4,0.18,0.18,0.18,86.0,29.5,29.5,29.5,29.5,2011.0,china,Naturally Ventilated,23.656593,116.6204223,II,0.18,29.5,0.0,0.0,25.0,0.0,CN
11470,South China University of Technology,summer,"Guangdong, Chaozhou",Hot summer and warm winter zone ,residential,female,19.0,181.9,49.6,1.8,2.5,0.32,1.2,29.6,0.88,21.48,29.3,29.3,29.3,0.76,0.76,0.76,87.0,29.4,29.4,29.4,29.5,2011.0,china,Naturally Ventilated,23.656593,116.6204223,II,0.76,29.4,0.0,0.0,25.0,0.0,CN
11480,South China University of Technology,summer,"Guangdong, Chaoyang",Hot summer and warm winter zone ,residential,female,48.0,181.9,49.6,3.0,2.0,0.28,1.2,31.4,1.85,69.72,31.2,31.2,31.2,0.32,0.32,0.32,70.0,31.3,31.3,31.3,31.3,2011.0,china,Naturally Ventilated,23.268449,116.5969864,II,0.32,31.3,0.0,0.0,25.0,0.0,CN
11490,South China University of Technology,summer,"Guangdong, Chaoyang",Hot summer and warm winter zone ,residential,female,50.0,181.9,49.6,2.0,2.0,0.09,1.2,34.0,2.89,98.51,33.4,33.4,33.4,0.57,0.57,0.57,65.0,33.6,33.6,33.6,33.7,2011.0,china,Naturally Ventilated,23.268449,116.5969864,II,0.57,33.6,0.0,0.0,25.0,0.0,CN
11500,South China University of Technology,summer,"Guangdong, Shantou",Hot summer and warm winter zone ,residential,male,47.0,181.9,60.3,3.0,4.8,0.19,1.2,33.2,2.74,97.22,33.2,33.2,33.2,0.45,0.45,0.45,76.0,33.2,33.2,33.2,33.2,2010.0,china,Naturally Ventilated,23.41256955,116.63615499160257,II,0.45,33.2,0.0,0.0,25.0,0.0,CN
11510,South China University of Technology,summer,"Guangdong, Shantou",Hot summer and warm winter zone ,residential,female,21.0,181.9,49.6,2.0,3.3,0.37,1.2,30.8,1.47,49.66,30.5,30.5,30.5,0.51,0.51,0.51,74.0,30.6,30.6,30.6,30.6,2010.0,china,Naturally Ventilated,23.41256955,116.63615499160257,II,0.51,30.6,0.0,0.0,25.0,0.0,CN
